"","Region","Life_expectancy","Adult_mortality","Hepatitis_B","Incidents_HIV","GDP_per_capita","Economy_status_Developed"
"2510","Asia",63.8,233.3245,96,0.08,2363,0
"2511","Africa",62.1,229.0005,94,0.36,1132,0
"2512","Middle East",76.1,71.212,99,0.05,20982,0
"2513","Central America and Caribbean",77.7,97.533,94,0.14,7940,0
"2514","Africa",61.1,251.6725,81,0.02,1183,0
"2515","Asia",83.1,58.395,83,0.17,33518,1
"2516","Africa",43.5,719.3605,73,11.04,1559,0
"2517","European Union",80.4,74.9395,83,0.08,44440,1
"2518","Africa",53.6,291.4325,74,0.65,697,0
"2519","European Union",74.9,128.603,90,0.04,8969,1
"2520","Central America and Caribbean",69.9,211.067,90,0.32,3072,0
"2521","Africa",48.1,483.806,91,15.78,3356,0
"2522","Middle East",80.1,69.781,99,0.08,28151,1
"2523","Africa",57.2,300.102,80,1.66,1056,0
"2524","Oceania",62,234.9045,56,0.37,2235,0
"2525","Central America and Caribbean",74.1,159.182,95,0.4,9665,0
"2526","Central America and Caribbean",62.5,243.6235,64,0.67,1387,0
"2527","Asia",73.8,97.3465,95,0.1,4712,0
"2528","South America",73.6,152.0585,82,0.2,4441,0
"2529","Africa",54.3,487.278,72,12.12,5116,0
"2530","Africa",51.7,388.763,74,3.5,463,0
"2531","Central America and Caribbean",72.1,167.804,98,0.49,32248,0
"2532","Oceania",63.1,222.442,90,0.17,1554,0
"2533","Rest of Europe",74.9,101.497,98,0.08,4408,0
"2534","Middle East",75,89.586,92,0.13,57932,0
"2535","Africa",53.8,331.213,46,3.61,8004,0
"2536","European Union",80.3,72.3825,88,0.04,51832,1
"2537","Central America and Caribbean",61.3,252.566,60,0.78,1329,0
"2538","Middle East",72.9,144.074,84,0.13,1629,0
"2539","Africa",74.7,100.8905,99,0.04,3806,0
"2540","European Union",80,70.0145,95,0.09,32897,1
"2541","Oceania",70.1,157.807,54,0.17,3678,0
"2542","Africa",54.1,412.802,94,5.93,1134,0
"2543","Asia",74.3,135.3425,93,0.22,1651,0
"2544","South America",74.9,135.975,91,0.16,5225,0
"2545","European Union",81.2,86.635,47,0.11,36357,1
"2546","Africa",69,173.8735,97,0.13,2665,0
"2547","Rest of Europe",80,72.1705,88,0.03,73037,1
"2548","Asia",73.9,136.4285,94,0.25,1462,0
"2549","Central America and Caribbean",74.9,145.0685,97,0.4,10151,0
"2550","Oceania",68.7,176.802,89,0.17,3059,0
"2551","European Union",71.4,221.1375,99,0.15,10528,1
"2552","Central America and Caribbean",75.6,124.5355,98,0.4,7037,0
"2553","Africa",58.4,387.5165,94,8.27,5287,0
"2554","Asia",74.9,126.1405,97,0.16,8889,0
"2555","Africa",71.7,129.522,94,0.26,3070,0
"2556","Africa",53.2,288.09,69,1.41,3048,0
"2557","Oceania",81.4,68,93,0.03,38002,1
"2558","European Union",81.7,58.8975,92,0.04,44522,1
"2559","Africa",50.9,382.1715,39,0.64,724,0
"2560","Africa",46.3,406.369,29,1.39,1451,0
"2561","Asia",69.9,135.904,97,0.11,945,0
"2562","Middle East",73.3,101.6475,97,0.13,18683,0
"2563","Central America and Caribbean",66.4,200.4685,99,0.39,1353,0
"2564","South America",75.2,149.414,92,0.2,4993,0
"2565","Middle East",62.4,248.7515,38,0.02,2447,0
"2566","Africa",63.1,208,80,0.17,1454,0
"2567","Central America and Caribbean",74.1,144.357,92,0.63,5240,0
"2568","Africa",51.4,322.705,86,0.76,462,0
"2569","Central America and Caribbean",73.1,155.5755,97,0.09,2086,0
"2570","European Union",80.4,78.0865,98,0.08,39976,1
"2571","Africa",60.1,308.065,74,2.02,2423,0
"2572","Central America and Caribbean",75.2,124.62,98,0.4,6861,0
"2573","Asia",72.6,135.1495,97,0.26,6393,0
"2574","European Union",79,83.203,77,0.11,23938,1
"2575","Africa",51.5,340.4565,57,1.28,657,0
"2576","Central America and Caribbean",72.5,142.566,97,0.4,8601,0
"2577","Africa",53.4,281.6355,72,0.24,411,0
"2578","Africa",59.6,253.2105,75,0.46,990,0
"2579","Oceania",80.7,69.92,90,0.04,35394,1
"2580","Central America and Caribbean",74,139.9575,94,0.58,4889,0
"2581","North America",75.1,125.2595,98,0.15,8587,0
"2582","Africa",56.1,396.458,83,0.63,1973,0
"2583","Asia",65.3,207.3365,79,0.16,1795,0
"2584","European Union",71.2,180.5335,98,0.05,4549,1
"2585","European Union",79.8,78.101,88,0.04,51644,1
"2586","Oceania",65.8,207.2785,91,0.17,1366,0
"2587","European Union",76.7,124.316,97,0.08,11520,1
"2588","Central America and Caribbean",71.9,156.9805,97,0.4,6965,0
"2589","Africa",52.5,349.848,83,0.95,303,0
"2590","Africa",49.3,329.306,67,1.45,2168,0
"2591","Asia",68.3,223.222,99,0.06,786,0
"2592","South America",73.2,167.909,80,0.23,3966,0
"2593","Africa",59.3,255.2535,76,0.5,989,0
"2594","Africa",50.1,445.889,76,2.33,1565,0
"2595","Asia",61,231.354,74,0.5,427,0
"2596","European Union",78.4,87.314,88,0.04,53345,1
"2597","Middle East",78.5,65.846,81,0.03,8754,0
"2598","Middle East",81.6,60.016,97,0.08,32505,1
"2599","Asia",70.2,179.2695,85,0.18,3104,0
"2600","Africa",55.4,270.221,77,1.33,2994,0
"2601","Africa",74.6,102.159,98,0.04,3691,0
"2602","Africa",70.6,140.486,81,0.01,3111,0
"2603","Africa",63.4,246.635,97,1.04,599,0
"2604","Asia",66,191.422,62,0.11,1909,0
"2605","Oceania",79.2,77.0385,95,0.04,45559,1
"2606","Middle East",68.8,168.139,65,0.13,3819,0
"2607","Middle East",75.7,98.615,99,0.05,20640,0
"2608","South America",70.5,169.386,89,0.18,3904,0
"2609","Middle East",78.4,62.478,96,0.05,61522,0
"2610","Africa",65.1,223.12,73,0.22,465,0
"2611","Africa",61.9,243.253,74,0.02,1208,0
"2612","Central America and Caribbean",69.3,196.5,97,1.38,4448,0
"2613","Oceania",82.3,60.8255,91,0.04,56306,1
"2614","Asia",65.8,163.241,72,0.13,1262,0
"2615","Central America and Caribbean",73,154.56,99,0.4,8133,0
"2616","Africa",50.9,480.3625,77,4.78,1146,0
"2617","Rest of Europe",74,130.9385,91,0.03,5013,0
"2618","Africa",59.9,257.958,91,0.16,653,0
"2619","Central America and Caribbean",77.3,106.028,99,0.13,4419,0
"2620","Africa",57.4,281.605,58,3.5,609,0
"2621","South America",76.1,123.906,78,0.16,6124,0
"2622","Oceania",81.4,64.318,94,0.05,53339,1
"2623","South America",72.8,158.027,36,0.23,4209,0
"2624","Rest of Europe",81.5,59.097,88,0.04,73179,1
"2625","Asia",67.1,188.4325,44,0.09,1293,0
"2626","Africa",50.8,449.9005,92,4.43,568,0
"2627","Africa",70.4,131.523,90,0.06,1995,0
"2628","North America",75,116.3525,98,0.16,9076,0
"2629","Rest of Europe",79.4,78.7825,88,0.08,44576,1
"2630","South America",74.7,152.8845,93,0.21,4890,0
"2631","South America",67.8,218.0415,98,0.68,4682,0
"2632","European Union",80.1,73.6315,95,0.07,48314,1
"2633","Oceania",69.1,172.201,89,0.17,3268,0
"2634","Asia",64.7,222.887,96,0.08,2492,0
"2635","Central America and Caribbean",74.1,158.488,98,0.83,5121,0
"2636","North America",74.9,112.2355,84,0.16,9426,0
"2637","Asia",71.4,189.8,96,0.47,4038,0
"2638","Africa",51.3,395.4425,75,3.5,448,0
"2639","South America",72.3,159.105,53,0.4,4987,0
"2640","Middle East",74.1,92.9715,98,0.13,19813,0
"2641","European Union",70.3,225.812,95,0.25,6727,1
"2642","Oceania",68.5,149.7365,76,0.1,1333,0
"2643","Asia",64.5,201.0735,58,0.32,1017,0
"2644","European Union",76.5,106.5445,98,0.08,15949,1
"2645","Rest of Europe",80.5,68.5245,88,0.03,43143,1
"2646","Oceania",81.3,66.424,94,0.05,52539,1
"2647","Africa",47.8,410.016,27,1.27,403,0
"2648","Africa",75.4,95.818,97,0.04,3959,0
"2649","South America",70.2,182.2965,87,0.66,8600,0
"2650","Central America and Caribbean",70.3,190.565,85,0.14,1456,0
"2651","Oceania",67.1,185.858,99,0.12,5391,0
"2652","Rest of Europe",67.5,234.529,99,0.32,1644,0
"2653","European Union",82,56.6155,96,0.08,32058,1
"2654","European Union",80.5,73.2135,88,0.03,40135,1
"2655","Middle East",76.6,67.602,98,0.05,22677,0
"2656","Africa",72.8,181.553,98,3.5,11178,0
"2657","South America",75.4,119.9385,91,0.17,9008,0
"2658","European Union",77.9,82.159,89,0.03,18643,1
"2659","Rest of Europe",76.7,97.4955,89,0.08,4518,0
"2660","North America",79.1,80.9805,14,0.1,34122,1
"2661","Asia",67.2,181.972,89,0.17,700,0
"2662","Africa",57.5,267.5905,64,0.39,751,0
"2663","Oceania",67.8,172.45,66,0.17,2478,0
"2664","Africa",63.2,253.97,78,0.25,2509,0
"2665","Rest of Europe",73.9,114.3515,89,0.08,3780,0
"2666","Africa",52.2,395.725,96,2.5,401,0
"2667","Oceania",62.9,219.4205,75,0.05,913,0
"2668","Rest of Europe",73.6,117.1545,79,0.08,3446,0
"2669","Middle East",72.3,132.7085,98,0.15,4959,0
"2670","Africa",58.8,264.131,80,0.37,481,0
"2671","Asia",70.2,147.7405,99,0.14,2355,0
"2672","Africa",51.1,472.6675,80,6.89,1018,0
"2673","Africa",59.9,242.16,89,0.55,1115,0
"2674","European Union",78.4,96.4225,88,0.08,40044,1
"2675","Africa",58.3,315.436,70,3.95,7888,0
"2676","Africa",51.7,353.027,87,1.09,298,0
"2677","Asia",82,55.2565,97,0.1,51680,0
"2678","Africa",52.8,296.9175,90,0.72,697,0
"2679","Africa",43.8,629.815,79,16.46,785,0
"2680","Oceania",72.7,111.949,59,0.17,4074,0
"2681","Oceania",65.9,173.9905,90,0.17,3013,0
"2682","Africa",75,74.6045,99,0.04,2673,0
"2683","Middle East",78.8,60.537,97,0.05,60799,0
"2684","European Union",75.1,142.4465,98,0.08,9101,1
"2685","Central America and Caribbean",76.7,111.3225,98,0.12,4106,0
"2686","South America",72.9,152.597,71,0.4,6833,0
"2687","Central America and Caribbean",72.4,172.479,92,0.4,18151,0
"2688","Middle East",74.2,113.8705,83,0.13,1571,0
"2689","South America",72.9,153.859,88,0.4,5505,0
"2690","Asia",69.2,168.016,91,0.14,1918,0
"2691","Middle East",77.5,71.201,89,0.04,56865,0
"2692","South America",72.7,151.414,89,0.15,4767,0
"2693","Central America and Caribbean",65.9,201.709,87,0.46,1287,0
"2694","Central America and Caribbean",57.4,304.78,60,1.46,1289,0
"2695","Africa",53.8,470.9335,83,6.4,4044,0
"2696","Africa",55.5,402.0515,76,0.73,1887,0
"2697","South America",75.5,129.413,88,0.15,5885,0
"2698","Middle East",74.5,116.1485,96,0.08,8492,0
"2699","Asia",73,102.2275,97,0.17,7788,0
"2700","Middle East",77.9,66.915,93,0.04,57076,0
"2701","European Union",77.2,103.6955,94,0.2,18819,1
"2702","Asia",76.3,109.1795,99,0.01,3844,0
"2703","South America",75.9,125.742,83,0.16,6218,0
"2704","Central America and Caribbean",74.1,167.429,98,0.85,4870,0
"2705","Rest of Europe",72.9,142.5365,89,0.08,3335,0
"2706","Central America and Caribbean",69.9,190.037,88,0.4,11901,0
"2707","European Union",78.7,61.9155,86,0.08,17165,1
"2708","Middle East",70.6,147.7055,94,0.11,3967,0
"2709","Middle East",75.9,72.0995,98,0.05,21057,0
"2710","Africa",52,317.0825,86,0.67,484,0
"2711","Africa",65,224.423,77,0.19,641,0
"2712","European Union",73.6,171.138,89,0.23,11451,1
"2713","European Union",82.3,75.4835,86,0.09,36653,1
"2714","South America",71.9,148.5315,84,0.2,3422,0
"2715","Central America and Caribbean",72,162.3465,97,0.18,1981,0
"2716","Rest of Europe",70.9,177.359,89,0.11,2980,0
"2717","South America",69.5,190.0095,94,0.16,2831,0
"2718","Africa",55.6,290.0395,93,0.4,554,0
"2719","Central America and Caribbean",75.1,124.869,98,0.4,6955,0
"2720","Asia",68.1,188.414,76,0.22,2403,0
"2721","Asia",66.4,204.097,97,0.08,3968,0
"2722","Middle East",73.1,89.1345,95,0.13,29952,0
"2723","Rest of Europe",81.1,67.614,88,0.09,75113,1
"2724","Middle East",76,88.761,74,0.02,6517,0
"2725","European Union",75,142.2435,98,0.08,8569,1
"2726","Africa",60.4,267.2355,97,1.05,684,0
"2727","European Union",81.1,61.6405,61,0.08,48544,1
"2728","Asia",75.5,121.723,99,0.14,9955,0
"2729","Oceania",66.1,172.9955,89,0.17,2966,0
"2730","Central America and Caribbean",77.2,127.413,93,0.61,16277,0
"2731","Middle East",71.6,133.9695,68,0.08,6644,0
"2732","Central America and Caribbean",76.1,125.0305,88,0.4,8338,0
"2733","Central America and Caribbean",58,298.3365,60,1.3,1304,0
"2734","Central America and Caribbean",78,97.3705,93,0.15,6236,0
"2735","Middle East",73.7,80.1065,99,0.13,40977,0
"2736","European Union",72.7,151.67,95,0.02,6045,1
"2737","Asia",65.8,287.784,95,0.03,5055,0
"2738","Oceania",70.5,134.0135,78,0.17,4336,0
"2739","Rest of Europe",70.1,170.2485,61,0.03,1668,0
"2740","Central America and Caribbean",70.1,191.1225,89,0.19,3428,0
"2741","Africa",57.1,355.2225,80,3.12,768,0
"2742","Middle East",75.2,79.765,98,0.05,22423,0
"2743","Central America and Caribbean",71.1,181.698,94,0.53,4835,0
"2744","Oceania",69,147.545,62,0.17,2893,0
"2745","Asia",73.3,101.037,91,0.1,3801,0
"2746","Africa",71.7,113.494,96,0.05,2109,0
"2747","South America",72.1,156.985,86,0.16,4208,0
"2748","Central America and Caribbean",71.5,181.641,97,0.4,4729,0
"2749","Africa",43.2,670.279,65,9.2,1137,0
"2750","Africa",51.9,387.2035,52,1.2,262,0
"2751","European Union",81,71.8545,89,0.08,44451,1
"2752","Africa",50.2,417.623,89,1.02,557,0
"2753","Africa",62.6,351.3925,75,6.91,6260,0
"2754","Africa",75.9,91.343,98,0.04,4095,0
"2755","European Union",70.9,231.0145,94,0.17,11896,1
"2756","Rest of Europe",70.5,173.648,64,0.06,2112,0
"2757","South America",72.9,149.557,89,0.15,4904,0
"2758","Asia",67.4,192.682,98,0.08,5679,0
"2759","South America",67.2,220.828,94,0.74,4443,0
"2760","Middle East",74.9,104.9,99,0.05,20230,0
"2761","European Union",81.4,68.2955,94,0.1,104488,1
"2762","Africa",50.6,463.672,62,3.98,593,0
"2763","North America",77.5,111.0145,92,0.13,51485,1
"2764","Middle East",70,185.622,71,0.13,1037,0
"2765","Central America and Caribbean",70.9,182.7705,99,0.4,5427,0
"2766","Africa",43.5,483.779,70,1.41,469,0
"2767","Asia",73.6,94.5185,98,0.17,6589,0
"2768","European Union",80.1,67.8925,88,0.07,45139,1
"2769","Oceania",79.1,81.649,89,0.03,33475,1
"2770","Africa",54.4,334.6205,46,4.01,12908,0
"2771","Middle East",71.9,135.4835,94,0.16,4777,0
"2772","Oceania",62.9,229.028,73,0.39,2305,0
"2773","Africa",57.8,266.0545,74,0.75,953,0
"2774","Central America and Caribbean",69.4,195.7445,87,0.27,3282,0
"2775","Africa",51.5,350.5325,42,0.13,192,0
"2776","Asia",76,113.3855,99,0.01,3553,0
"2777","Africa",74.9,104.1335,95,0.02,3918,0
"2778","Asia",63.6,235.697,96,0.08,2288,0
"2779","South America",78.8,95.6955,92,0.18,11733,0
"2780","South America",68.6,202.3775,84,0.91,7310,0
"2781","European Union",78.7,87.823,96,0.16,19343,1
"2782","European Union",80.2,78.0555,85,0.08,43938,1
"2783","Middle East",75.8,72.9865,97,0.05,21833,0
"2784","Africa",62.1,258.5945,84,0.09,495,0
"2785","Asia",73.8,97.9225,99,0.1,34850,0
"2786","Rest of Europe",73.3,135.7445,91,0.02,4623,0
"2787","South America",72.3,165.1395,99,0.25,7561,0
"2788","Africa",44.9,637.558,72,8.29,1042,0
"2789","Africa",62.3,214,64,0.21,1422,0
"2790","Central America and Caribbean",70.1,208.5415,89,0.3,3140,0
"2791","Middle East",75.8,78.2,92,0.13,45389,0
"2792","Africa",52.4,368.599,39,0.48,754,0
"2793","Asia",69.1,140.997,96,0.17,823,0
"2794","Asia",67.3,189.8835,65,0.21,2199,0
"2795","European Union",79.6,92.96,88,0.08,46359,1
"2796","Africa",74,105.5215,96,0.02,3265,0
"2797","South America",78.3,97.824,95,0.17,11447,0
"2798","Middle East",80.6,67.264,96,0.08,29940,1
"2799","North America",74.3,129.6625,97,0.15,8862,0
"2800","Oceania",67,187.7,99,0.11,5172,0
"2801","Middle East",79.3,59.151,93,0.06,65129,0
"2802","Africa",50.6,509.088,90,6.73,1110,0
"2803","North America",77.5,111.738,93,0.13,52790,1
"2804","Africa",42.4,495.8585,72,1.49,460,0
"2805","European Union",75.1,133.321,96,0.04,8338,1
"2806","Africa",57.5,300.397,83,1.19,483,0
"2807","European Union",80.6,74.502,86,0.08,43335,1
"2808","Rest of Europe",82.8,52.8665,88,0.05,83345,1
"2809","South America",78.1,98.8885,92,0.16,11148,0
"2810","Africa",60.1,262.7215,77,3.5,680,0
"2811","Middle East",73.1,118.1005,97,0.13,4787,0
"2812","European Union",76.7,105.2965,99,0.08,16739,1
"2813","Asia",73.6,99.9145,99,0.1,35278,0
"2814","Africa",56.9,282.542,60,0.53,404,0
"2815","Africa",72.4,159.331,97,1.05,6593,0
"2816","South America",72.9,144.6035,82,0.4,12458,0
"2817","Africa",70.9,153.433,97,0.13,3468,0
"2818","South America",73.5,165.1785,78,0.23,4003,0
"2819","Africa",50.5,558.1195,90,14.94,4817,0
"2820","Central America and Caribbean",71,198.1225,91,0.24,3280,0
"2821","South America",72.6,141.554,87,0.4,17318,0
"2822","Middle East",65.9,228.8195,67,0.03,2302,0
"2823","Africa",74.2,104.4005,97,0.03,3351,0
"2824","European Union",75,124.38,92,0.08,12312,1
"2825","Middle East",71.1,136.6645,72,0.08,6373,0
"2826","South America",68.1,216.6485,95,0.65,4847,0
"2827","Central America and Caribbean",57.7,303.7545,60,1.37,1281,0
"2828","Africa",54.3,279.156,61,1.39,2962,0
"2829","Africa",73.8,106.6425,92,0.02,3097,0
"2830","Africa",51.1,304.0195,83,3.25,560,0
"2831","Central America and Caribbean",59.4,276.665,60,0.98,1325,0
"2832","Central America and Caribbean",73.5,174.9465,90,0.4,8927,0
"2833","European Union",76.4,111.094,98,0.01,15149,1
"2834","Central America and Caribbean",71.5,181.7705,90,0.4,18604,0
"2835","Oceania",59,268.989,75,0.03,942,0
"2836","Africa",61.4,276.4095,67,1.9,6864,0
"2837","Asia",60.1,241.4125,74,0.54,310,0
"2838","Central America and Caribbean",78.9,91.2235,84,0.18,10559,0
"2839","South America",79.2,93.5665,90,0.19,12973,0
"2840","Africa",58.7,292.992,88,0.55,1053,0
"2841","Africa",64.1,251.749,84,0.22,2653,0
"2842","Africa",47.3,474.065,45,1.9,532,0
"2843","Africa",72.7,169.304,99,3.5,9944,0
"2844","Oceania",67,200.5185,75,0.17,1417,0
"2845","Africa",54.1,300.214,76,0.53,534,0
"2846","South America",73.6,139.3255,73,0.16,10731,0
"2847","Central America and Caribbean",73.6,148.4805,98,0.11,2050,0
"2848","European Union",75.5,139.302,98,0.08,10157,1
"2849","Middle East",76.8,66.684,98,0.05,22634,0
"2850","Asia",74.6,91.9455,96,0.1,32992,0
"2851","European Union",80,84.168,97,0.08,39025,1
"2852","Africa",50.1,428.034,76,3.5,370,0
"2853","Africa",51.8,368.587,42,0.7,2501,0
"2854","Asia",58.8,274.451,48,0.1,936,0
"2855","Oceania",67,189.542,99,0.11,4902,0
"2856","European Union",78,98.8365,88,0.08,38785,1
"2857","Asia",83.6,55.582,83,0.17,34387,1
"2858","Rest of Europe",68.9,239.716,70,0.05,2617,0
"2859","Middle East",72.6,129.9335,97,0.14,5305,0
"2860","Africa",49.9,291.824,72,0.49,399,0
"2861","Asia",66.9,235.233,97,0.02,2515,0
"2862","Asia",74.3,134.895,62,0.02,2130,0
"2863","European Union",71.8,204.012,94,0.05,7424,1
"2864","Rest of Europe",82.4,50.5745,88,0.05,48934,1
